q,Intensity
0.6818181818181818,0.9247488367658712
1.1363636363636362,0.7329759250294728
1.5909090909090908,0.5952173911849552
2.0454545454545454,0.5026870626776782
2.5,0.47358864310870585
2.954545454545454,0.4789667647821873
3.409090909090909,0.5151104042715305
3.8636363636363633,0.5963043878052094
4.318181818181818,0.7095324811096948
4.7727272727272725,0.8524136473977578
5.227272727272727,1.0224666944429275
5.681818181818182,1.1792898011471615
6.136363636363637,1.2367524336938323
6.590909090909091,1.2341201268041586
7.045454545454545,1.147684496335178
7.5,1.0674348693693596
7.954545454545454,0.9919667577701439
8.40909090909091,0.957971338130407
8.863636363636363,0.9123411241414267
9.318181818181817,0.9068394723643726
9.772727272727273,0.9175162612968327
10.227272727272727,0.9335382166117389
10.681818181818182,0.9791942322832837
11.136363636363637,0.9997609057294458
11.59090909090909,1.0379985839911938
12.045454545454545,1.0540320567059405
12.5,1.0492542050820781
12.954545454545453,1.0369854368538765
13.40909090909091,1.033094235831178
13.863636363636363,1.004469823964845
14.318181818181817,0.9803012702225864
14.772727272727273,0.9781888824956562
